Sample Index,Warnings,Timeline,Prediction
6391,Hardness: 224.0539894 < 300; Conductivity: 451.6198555 < 800; Trihalomethanes: 79.87492872 < 80; Turbidity: 2.385770835 < 5,2020-Aug,Recyclable
782,Hardness: 241.0002765 < 300; Sulfate: 229.5755609 < 250; Conductivity: 428.8823659 < 800; Trihalomethanes: 39.84237909 < 80; Turbidity: 2.626546784 < 5,2020-Aug,Recyclable
8889,Hardness: 221.9586155 < 300; Conductivity: 563.2824045 < 800; Trihalomethanes: 51.53381468 < 80; Turbidity: 4.923170637 < 5,2020-Aug,Recyclable
7608,Hardness: 207.5004659 < 300; Conductivity: 328.9553473 < 800; Trihalomethanes: 28.85531054 < 80; Turbidity: 3.411726114 < 5,2020-Aug,Recyclable
2755,Hardness: 193.6618705 < 300; Conductivity: 394.5954059 < 800; Trihalomethanes: 39.49726396 < 80,2020-Aug,Recyclable
6501,Hardness: 173.4771134 < 300; Conductivity: 374.6645955 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 4.267426732 < 5,2020-Aug,Recyclable
8772,Hardness: 174.9218397 < 300; Conductivity: 373.0603077 < 800; Trihalomethanes: 57.25694367 < 80; Turbidity: 4.855214083 < 5,2020-Aug,Recyclable
377,Hardness: 131.5477443 < 300; Conductivity: 390.955033 < 800; Trihalomethanes: 26.50548404 < 80; Turbidity: 4.728123985 < 5,2020-Aug,Recyclable
4506,Hardness: 199.5556992 < 300; Conductivity: 328.2675329 < 800; Trihalomethanes: 54.59924682 < 80; Turbidity: 3.214642643 < 5,2020-Aug,Recyclable
3569,Hardness: 158.8091106 < 300; Conductivity: 476.8024049 < 800; Trihalomethanes: 73.6253245 < 80; Turbidity: 4.042559288 < 5,2020-Aug,Recyclable
9675,Hardness: 119.7086161 < 300; Conductivity: 379.4335053 < 800; Trihalomethanes: 55.03987628 < 80,2020-Aug,Recyclable
2391,Hardness: 152.5374184 < 300; Conductivity: 463.7476806 < 800; Trihalomethanes: 61.15128983 < 80,2020-Aug,Recyclable
1081,Hardness: 177.8462444 < 300; Conductivity: 413.3215995 < 800; Turbidity: 3.505300168 < 5,2020-Aug,Recyclable
4391,Hardness: 201.0142096 < 300; Conductivity: 432.4841728 < 800; Trihalomethanes: 70.71205792 < 80; Turbidity: 3.882098671 < 5,2020-Aug,Recyclable
1530,Hardness: 194.761215 < 300; Conductivity: 436.9274171 < 800; Trihalomethanes: 60.49058104 < 80; Turbidity: 3.356977982 < 5,2020-Aug,Recyclable
1107,Hardness: 239.0576795 < 300; Conductivity: 373.2321373 < 800; Trihalomethanes: 43.44064402 < 80; Turbidity: 3.819985377 < 5,2020-Aug,Recyclable
5729,Hardness: 163.685819 < 300; Conductivity: 351.1749246 < 800; Trihalomethanes: 78.04858682 < 80; Turbidity: 4.231494104 < 5,2020-Aug,Recyclable
8722,Hardness: 177.2888225 < 300; Conductivity: 279.7838028 < 800; Trihalomethanes: 44.91794356 < 80; Turbidity: 3.986097554 < 5,2020-Aug,Recyclable
3339,Hardness: 160.2913603 < 300; Conductivity: 373.1140202 < 800; Trihalomethanes: 56.83692869 < 80,2020-Aug,Recyclable
4588,Hardness: 205.9352595 < 300; Conductivity: 407.935072 < 800; Turbidity: 4.202576237 < 5,2020-Aug,Recyclable
1109,Hardness: 214.6573313 < 300; Conductivity: 385.8278293 < 800; Trihalomethanes: 77.83403618 < 80; Turbidity: 3.261651399 < 5,2020-Aug,Recyclable
2752,ph: 5.039673104 < 6.5; Hardness: 154.4183296 < 300; Conductivity: 490.3327615 < 800; Trihalomethanes: 69.50852573 < 80; Turbidity: 4.864866409 < 5,2020-Sep,Recyclable
2047,Hardness: 195.0287168 < 300; Conductivity: 534.1669972 < 800; Trihalomethanes: 38.36806809 < 80; Turbidity: 3.544751521 < 5,2020-Sep,Recyclable
2018,Hardness: 237.0839483 < 300; Conductivity: 365.0325034 < 800; Trihalomethanes: 33.43986771 < 80; Turbidity: 3.825936697 < 5,2020-Sep,Recyclable
4715,ph: 5.230229912 < 6.5; Hardness: 215.7161936 < 300; Conductivity: 372.776591 < 800; Trihalomethanes: 77.58070389 < 80; Turbidity: 3.354540495 < 5,2020-Sep,Recyclable
9601,Hardness: 168.6044417 < 300; Conductivity: 437.6644498 < 800; Trihalomethanes: 64.90928076 < 80,2020-Sep,Recyclable
7223,ph: 6.425019794 < 6.5; Hardness: 239.5463687 < 300; Conductivity: 373.6810889 < 800; Trihalomethanes: 43.49143862 < 80; Turbidity: 4.242534026 < 5,2020-Sep,Recyclable
9169,Hardness: 183.5026331 < 300; Conductivity: 433.6204053 < 800; Trihalomethanes: 66.0302969 < 80; Turbidity: 4.808211547 < 5,2020-Sep,Recyclable
6889,Hardness: 198.011727 < 300; Conductivity: 456.9011864 < 800; Trihalomethanes: 64.48234772 < 80; Turbidity: 3.724834362 < 5,2020-Sep,Recyclable
1621,Hardness: 191.0041072 < 300; Conductivity: 418.2000717 < 800; Trihalomethanes: 49.0092564 < 80; Turbidity: 3.021381555 < 5,2020-Sep,Recyclable
5328,ph: 6.004973154 < 6.5; Hardness: 146.10538 < 300; Conductivity: 440.8773439 < 800; Trihalomethanes: 70.78156393 < 80; Turbidity: 3.647712231 < 5,2020-Sep,Recyclable
5070,ph: 5.870993788 < 6.5; Hardness: 154.824694 < 300; Conductivity: 437.0734389 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 3.901857733 < 5,2020-Sep,Recyclable
9755,Hardness: 209.8078032 < 300; Conductivity: 413.1689199 < 800; Trihalomethanes: 73.03688056 < 80; Turbidity: 4.247620673 < 5,2020-Sep,Recyclable
9672,Hardness: 226.1018811 < 300; Conductivity: 459.8833442 < 800; Turbidity: 2.7327988 < 5,2020-Sep,Recyclable
757,Hardness: 231.4425533 < 300; Conductivity: 422.2938193 < 800; Trihalomethanes: 67.50300435 < 80; Turbidity: 3.21063541 < 5,2020-Sep,Recyclable
290,ph: 4.79084054 < 6.5; Hardness: 268.7208812 < 300; Conductivity: 608.8468563 < 800; Turbidity: 3.258858945 < 5,2020-Sep,Recyclable
9567,Hardness: 246.2758049 < 300; Conductivity: 434.8651084 < 800; Trihalomethanes: 44.39085015 < 80; Turbidity: 3.647525793 < 5,2020-Sep,Recyclable
9330,Hardness: 188.5907773 < 300; Conductivity: 555.0519298 < 800; Trihalomethanes: 55.9796987 < 80; Turbidity: 4.711128306 < 5,2020-Sep,Recyclable
5214,Hardness: 233.7898847 < 300; Conductivity: 393.0539263 < 800; Trihalomethanes: 65.07691379 < 80; Turbidity: 3.643091828 < 5,2020-Sep,Recyclable
2833,Hardness: 220.2037345 < 300; Conductivity: 461.8045481 < 800; Turbidity: 4.949257361 < 5,2020-Sep,Recyclable
8339,Hardness: 175.5792234 < 300; Conductivity: 468.0729196 < 800; Trihalomethanes: 71.12847214 < 80; Turbidity: 3.723459753 < 5,2020-Sep,Recyclable
2809,Hardness: 208.4041656 < 300; Sulfate: 235.7709819 < 250; Conductivity: 528.0686585 < 800; Trihalomethanes: 74.98493714 < 80; Turbidity: 4.528574925 < 5,2020-Sep,Recyclable
1971,ph: 6.333640046 < 6.5; Hardness: 185.4363401 < 300; Conductivity: 366.8131076 < 800; Trihalomethanes: 76.76438483 < 80; Turbidity: 3.982002335 < 5,2020-Sep,Recyclable
1528,Hardness: 182.0368954 < 300; Conductivity: 419.8958885 < 800; Trihalomethanes: 71.43603837 < 80; Turbidity: 4.255948317 < 5,2020-Sep,Recyclable
7576,Hardness: 184.575297 < 300; Conductivity: 413.237069 < 800; Trihalomethanes: 71.49972169 < 80; Turbidity: 2.699803615 < 5,2020-Sep,Recyclable
4517,Hardness: 197.2495558 < 300; Conductivity: 422.2747196 < 800; Trihalomethanes: 47.9305661 < 80; Turbidity: 4.728966843 < 5,2020-Sep,Recyclable
8474,Hardness: 132.5094151 < 300; Conductivity: 443.0188021 < 800; Turbidity: 4.883110902 < 5,2020-Sep,Recyclable
2435,Hardness: 220.6309721 < 300; Conductivity: 366.8024836 < 800; Trihalomethanes: 53.71936605 < 80; Turbidity: 4.617093489 < 5,2020-Sep,Recyclable
4535,ph: 5.741959774 < 6.5; Hardness: 139.0829464 < 300; Chloramines: 3.467829811 < 4; Conductivity: 601.2552572 < 800; Trihalomethanes: 68.44360607 < 80; Turbidity: 3.946483597 < 5,2020-Sep,Recyclable
1165,ph: 3.792125732 < 6.5; Hardness: 218.4908565 < 300; Conductivity: 410.694183 < 800; Trihalomethanes: 60.32007011 < 80; Turbidity: 4.620685586 < 5,2020-Sep,Recyclable
2004,Hardness: 236.714399 < 300; Conductivity: 299.1942452 < 800; Trihalomethanes: 68.31434712 < 80; Turbidity: 4.242241799 < 5,2020-Sep,Recyclable
6152,Hardness: 208.3258493 < 300; Sulfate: 235.5327684 < 250; Conductivity: 528.0559193 < 800; Trihalomethanes: 74.4927473 < 80; Turbidity: 4.28160852 < 5,2020-Sep,Recyclable
7044,Hardness: 171.5289404 < 300; Conductivity: 327.7810446 < 800; Turbidity: 4.684629437 < 5,2020-Sep,Recyclable
1508,Hardness: 184.8285571 < 300; Conductivity: 389.2642157 < 800; Trihalomethanes: 52.51051952 < 80; Turbidity: 4.007902613 < 5,2020-Sep,Recyclable
2361,Hardness: 214.1463342 < 300; Conductivity: 400.7431603 < 800; Trihalomethanes: 58.84190603 < 80; Turbidity: 4.890415759 < 5,2020-Sep,Recyclable
5067,ph: 5.401085584 < 6.5; Hardness: 242.988122 < 300; Conductivity: 429.4734272 < 800; Trihalomethanes: 61.6865371 < 80; Turbidity: 2.856767635 < 5,2020-Sep,Recyclable
2305,ph: 5.280292296 < 6.5; Hardness: 164.0573887 < 300; Conductivity: 635.8884841 < 800; Trihalomethanes: 35.43386372 < 80; Turbidity: 3.835305908 < 5,2020-Sep,Recyclable
4164,Hardness: 193.3772102 < 300; Conductivity: 431.5774595 < 800; Turbidity: 4.311599571 < 5,2020-Sep,Recyclable
8509,ph: 4.898449971 < 6.5; Hardness: 279.9406703 < 300; Conductivity: 297.2632609 < 800; Trihalomethanes: 70.8588758 < 80; Turbidity: 3.274808273 < 5,2020-Sep,Recyclable
9426,ph: 5.403406506 < 6.5; Hardness: 171.9762044 < 300; Conductivity: 418.6453225 < 800; Turbidity: 3.008966774 < 5,2020-Sep,Recyclable
2800,Hardness: 220.3483203 < 300; Conductivity: 339.0660715 < 800; Trihalomethanes: 67.00909817 < 80; Turbidity: 4.097360116 < 5,2020-Sep,Recyclable
7008,Hardness: 171.7913987 < 300; Conductivity: 327.7912958 < 800,2020-Sep,Recyclable
5917,Hardness: 192.6419248 < 300; Conductivity: 582.2500291 < 800; Trihalomethanes: 64.90585983 < 80; Turbidity: 3.714675857 < 5,2020-Sep,Recyclable
6770,Hardness: 227.1938844 < 300; Sulfate: 231.1862588 < 250; Conductivity: 422.0732553 < 800; Turbidity: 3.846020207 < 5,2020-Sep,Recyclable
803,Hardness: 216.6738691 < 300; Conductivity: 468.2125374 < 800; Trihalomethanes: 62.8606268 < 80; Turbidity: 4.075556975 < 5,2020-Sep,Recyclable
3331,Hardness: 191.4596848 < 300; Conductivity: 508.9603078 < 800; Turbidity: 3.827681103 < 5,2020-Sep,Recyclable
9926,Hardness: 142.2815194 < 300; Conductivity: 429.1964653 < 800; Trihalomethanes: 58.6446572 < 80; Turbidity: 2.748721396 < 5,2020-Sep,Recyclable
9973,Hardness: 153.4499164 < 300; Chloramines: 2.679750616 < 4; Conductivity: 460.5653951 < 800; Trihalomethanes: 69.73365628 < 80; Turbidity: 3.419225684 < 5,2020-Sep,Recyclable
9307,Hardness: 196.654412 < 300; Conductivity: 487.9025729 < 800; Trihalomethanes: 41.99093006 < 80; Turbidity: 4.361121816 < 5,2020-Sep,Recyclable
4832,Hardness: 184.0608854 < 300; Conductivity: 318.0507746 < 800; Trihalomethanes: 50.69038097 < 80,2020-Sep,Recyclable
3745,ph: 6.440187927 < 6.5; Hardness: 140.2591561 < 300; Conductivity: 347.4835433 < 800; Trihalomethanes: 58.60576941 < 80; Turbidity: 4.213733778 < 5,2020-Sep,Recyclable
2343,ph: 2.538115773 < 6.5; Hardness: 100.8065197 < 300; Conductivity: 420.8308663 < 800; Turbidity: 2.840097214 < 5,2020-Sep,Recyclable
9438,ph: 4.207161783 < 6.5; Hardness: 243.9661544 < 300; Chloramines: 0.804444778 < 4; Conductivity: 341.5174356 < 800; Trihalomethanes: 59.7780537 < 80; Turbidity: 4.100966816 < 5,2020-Sep,Recyclable
9284,Hardness: 157.3340668 < 300; Conductivity: 295.0991229 < 800; Trihalomethanes: 73.0018967 < 80; Turbidity: 3.592632891 < 5,2020-Sep,Recyclable
187,Hardness: 284.0983515 < 300; Conductivity: 512.2773101 < 800; Trihalomethanes: 72.46576277 < 80; Turbidity: 3.67043101 < 5,2020-Sep,Recyclable
7207,Hardness: 185.3141033 < 300; Conductivity: 455.9791568 < 800; Trihalomethanes: 47.79704445 < 80; Turbidity: 3.313571626 < 5,2020-Sep,Recyclable
8700,ph: 5.054477698 < 6.5; Hardness: 176.2801539 < 300; Conductivity: 288.320676 < 800; Trihalomethanes: 77.91890704 < 80,2020-Sep,Recyclable
8074,Hardness: 155.7763814 < 300; Conductivity: 463.2417891 < 800; Turbidity: 3.378437196 < 5,2020-Sep,Recyclable
1535,Hardness: 287.3702082 < 300; Conductivity: 375.7245185 < 800; Turbidity: 4.322325337 < 5,2020-Sep,Recyclable
4090,Hardness: 212.5036999 < 300; Conductivity: 450.0868887 < 800; Trihalomethanes: 65.89975792 < 80; Turbidity: 3.007841366 < 5,2020-Sep,Recyclable
1635,Hardness: 158.6952089 < 300; Conductivity: 471.0735367 < 800; Trihalomethanes: 74.88567577 < 80; Turbidity: 3.392134168 < 5,2020-Sep,Recyclable
7868,Hardness: 195.8915885 < 300; Conductivity: 404.7091475 < 800; Trihalomethanes: 55.36512866 < 80,2020-Oct,Recyclable
5565,Hardness: 199.0471476 < 300; Conductivity: 344.7557153 < 800; Trihalomethanes: 73.72829816 < 80; Turbidity: 2.265931907 < 5,2020-Oct,Recyclable
6715,ph: 5.919087378 < 6.5; Hardness: 199.6594751 < 300; Conductivity: 468.7520674 < 800,2020-Oct,Recyclable
9139,ph: 6.014817834 < 6.5; Hardness: 237.2984999 < 300; Conductivity: 470.6725968 < 800; Trihalomethanes: 69.32516805 < 80; Turbidity: 2.274269429 < 5,2020-Oct,Recyclable
6057,ph: 6.485456739 < 6.5; Hardness: 175.4276838 < 300; Conductivity: 400.9313453 < 800; Trihalomethanes: 66.72323797 < 80,2020-Oct,Recyclable
5201,Hardness: 264.578298 < 300; Conductivity: 412.9503249 < 800; Trihalomethanes: 75.76443028 < 80; Turbidity: 4.492874019 < 5,2020-Oct,Recyclable
8287,Hardness: 153.359281 < 300; Conductivity: 298.0181362 < 800; Trihalomethanes: 73.31691636 < 80; Turbidity: 3.460786315 < 5,2020-Oct,Recyclable
7615,Hardness: 192.9427033 < 300; Conductivity: 415.1073604 < 800; Turbidity: 4.873376653 < 5,2020-Oct,Recyclable
8096,ph: 5.613821922 < 6.5; Hardness: 107.3257558 < 300; Conductivity: 458.3620031 < 800; Trihalomethanes: 77.64894864 < 80; Turbidity: 4.153630554 < 5,2020-Oct,Recyclable
3261,ph: 3.629922065 < 6.5; Hardness: 244.1873915 < 300; Conductivity: 442.0763366 < 800; Trihalomethanes: 59.48929351 < 80; Turbidity: 4.754826393 < 5,2020-Oct,Recyclable
8974,Hardness: 234.9522249 < 300; Conductivity: 613.4868645 < 800; Trihalomethanes: 49.22176294 < 80; Turbidity: 4.383238847 < 5,2020-Oct,Recyclable
289,Hardness: 156.7936942 < 300; Conductivity: 495.9669861 < 800; Trihalomethanes: 65.60484125 < 80; Turbidity: 4.182057148 < 5,2020-Oct,Recyclable
7504,ph: 6.393165705 < 6.5; Hardness: 226.5806556 < 300; Conductivity: 351.113933 < 800; Trihalomethanes: 70.36627988 < 80; Turbidity: 4.334661977 < 5,2020-Oct,Recyclable
2436,ph: 5.896432475 < 6.5; Hardness: 165.1356578 < 300; Conductivity: 401.7409214 < 800; Turbidity: 4.280792929 < 5,2020-Oct,Recyclable
7552,ph: 6.241362968 < 6.5; Hardness: 214.2086114 < 300; Conductivity: 400.8526104 < 800; Trihalomethanes: 58.61204677 < 80; Turbidity: 4.927464063 < 5,2020-Oct,Recyclable
789,ph: 5.361211666 < 6.5; Hardness: 171.315543 < 300; Conductivity: 490.658747 < 800; Trihalomethanes: 33.1196126 < 80; Turbidity: 1.81252894 < 5,2020-Oct,Recyclable
2720,ph: 5.945988643 < 6.5; Hardness: 151.6857971 < 300; Conductivity: 471.1221252 < 800; Trihalomethanes: 57.6830675 < 80; Turbidity: 3.793329276 < 5,2020-Oct,Recyclable
3780,Hardness: 173.3437315 < 300; Conductivity: 531.981894 < 800; Trihalomethanes: 38.12578082 < 80; Turbidity: 3.444356544 < 5,2020-Oct,Recyclable
7203,Hardness: 188.677816 < 300; Conductivity: 507.5766233 < 800; Turbidity: 3.924722499 < 5,2020-Oct,Recyclable
5390,Hardness: 202.8634903 < 300; Conductivity: 467.3645401 < 800; Trihalomethanes: 47.35263758 < 80; Turbidity: 4.600175192 < 5,2020-Oct,Recyclable
3186,Hardness: 110.9035977 < 300; Conductivity: 480.4723059 < 800; Trihalomethanes: 77.85449934 < 80; Turbidity: 2.695799697 < 5,2020-Oct,Recyclable
7680,Hardness: 111.348997 < 300; Conductivity: 480.3519775 < 800; Trihalomethanes: 78.15674965 < 80; Turbidity: 2.267870741 < 5,2020-Oct,Recyclable
5760,ph: 6.267932126 < 6.5; Hardness: 214.9452182 < 300; Conductivity: 625.8478726 < 800; Trihalomethanes: 60.01128089 < 80; Turbidity: 3.570988482 < 5,2020-Oct,Recyclable
3211,Hardness: 219.3374288 < 300; Conductivity: 530.7100255 < 800; Trihalomethanes: 68.56879118 < 80; Turbidity: 3.04829206 < 5,2020-Oct,Recyclable
5881,ph: 4.761384789 < 6.5; Hardness: 186.0478818 < 300; Conductivity: 460.2045581 < 800; Turbidity: 4.069315368 < 5,2020-Oct,Recyclable
9742,Hardness: 148.461328 < 300; Conductivity: 392.6075303 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 2.584550346 < 5,2020-Oct,Recyclable
815,Hardness: 202.4751623 < 300; Conductivity: 414.6176551 < 800; Trihalomethanes: 59.52166408 < 80,2020-Oct,Recyclable
5425,Hardness: 173.0740626 < 300; Conductivity: 374.4655719 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 4.276176186 < 5,2020-Oct,Recyclable
8120,Hardness: 216.6712068 < 300; Conductivity: 344.0590133 < 800; Trihalomethanes: 65.91361214 < 80; Turbidity: 4.754023782 < 5,2020-Oct,Recyclable
9911,ph: 4.930411309 < 6.5; Hardness: 205.246669 < 300; Conductivity: 382.2031142 < 800; Trihalomethanes: 67.73040332 < 80; Turbidity: 2.578549848 < 5,2020-Oct,Recyclable
2347,ph: 5.429334842 < 6.5; Hardness: 183.4393825 < 300; Conductivity: 446.8791487 < 800; Trihalomethanes: 50.26695119 < 80; Turbidity: 3.08173592 < 5,2020-Oct,Recyclable
2025,Hardness: 229.9786941 < 300; Conductivity: 370.8606317 < 800; Trihalomethanes: 79.97164725 < 80; Turbidity: 4.017061119 < 5,2020-Oct,Recyclable
5954,Hardness: 207.6780426 < 300; Conductivity: 503.5990066 < 800; Turbidity: 4.378887292 < 5,2020-Oct,Recyclable
5023,Hardness: 193.9269139 < 300; Conductivity: 393.4219772 < 800; Trihalomethanes: 61.30018299 < 80,2020-Oct,Recyclable
6200,Hardness: 157.7467484 < 300; Conductivity: 289.9766313 < 800; Trihalomethanes: 60.29862021 < 80,2020-Oct,Recyclable
7632,Hardness: 189.3893114 < 300; Conductivity: 338.5414222 < 800; Trihalomethanes: 66.29471234 < 80; Turbidity: 3.120781952 < 5,2020-Oct,Recyclable
1510,ph: 6.000723336 < 6.5; Hardness: 161.0023053 < 300; Conductivity: 384.7532976 < 800; Trihalomethanes: 71.00221725 < 80; Turbidity: 4.176218743 < 5,2020-Oct,Recyclable
3179,Hardness: 94.90897713 < 300; Conductivity: 535.6987005 < 800; Trihalomethanes: 67.42695478 < 80; Turbidity: 4.016409562 < 5,2020-Oct,Recyclable
4643,Hardness: 181.0993561 < 300; Conductivity: 291.7729047 < 800; Trihalomethanes: 76.87262733 < 80; Turbidity: 3.629169256 < 5,2020-Oct,Recyclable
4510,Hardness: 202.1911688 < 300; Conductivity: 425.9808796 < 800; Trihalomethanes: 79.75777255 < 80; Turbidity: 4.871416493 < 5,2020-Oct,Recyclable
9504,Hardness: 162.7013165 < 300; Conductivity: 486.9547979 < 800; Trihalomethanes: 70.33889636 < 80; Turbidity: 4.069333141 < 5,2020-Oct,Recyclable
3708,Hardness: 128.0561902 < 300; Conductivity: 451.0357257 < 800; Trihalomethanes: 73.34364325 < 80; Turbidity: 3.930448995 < 5,2020-Oct,Recyclable
5682,ph: 5.990852706 < 6.5; Hardness: 225.9802233 < 300; Conductivity: 465.762457 < 800; Turbidity: 4.518995063 < 5,2020-Oct,Recyclable
7097,Hardness: 184.2690404 < 300; Conductivity: 398.0071986 < 800; Trihalomethanes: 69.35101655 < 80; Turbidity: 3.781393746 < 5,2020-Oct,Recyclable
2354,Hardness: 138.5257115 < 300; Conductivity: 485.4231793 < 800; Trihalomethanes: 36.05826169 < 80,2020-Oct,Recyclable
5003,Hardness: 155.6714676 < 300; Conductivity: 421.3650612 < 800; Trihalomethanes: 53.12518011 < 80; Turbidity: 4.806360429 < 5,2020-Oct,Recyclable
7131,ph: 6.228840687 < 6.5; Hardness: 273.9623984 < 300; Sulfate: 247.2966147 < 250; Conductivity: 320.8375442 < 800; Trihalomethanes: 39.4665485 < 80; Turbidity: 2.271346551 < 5,2020-Oct,Recyclable
806,ph: 4.739548767 < 6.5; Hardness: 162.2468857 < 300; Chloramines: 2.862535374 < 4; Conductivity: 437.2175902 < 800; Trihalomethanes: 65.09129142 < 80; Turbidity: 2.942348225 < 5,2020-Oct,Recyclable
3997,Hardness: 204.7098181 < 300; Conductivity: 441.289756 < 800; Turbidity: 4.101699418 < 5,2020-Oct,Recyclable
1904,Hardness: 180.401506 < 300; Conductivity: 358.5164768 < 800; Trihalomethanes: 66.30262949 < 80; Turbidity: 4.489870473 < 5,2020-Oct,Recyclable
9375,ph: 6.01436157 < 6.5; Hardness: 215.6769546 < 300; Conductivity: 365.1102841 < 800; Trihalomethanes: 77.85987334 < 80; Turbidity: 3.845391649 < 5,2020-Oct,Recyclable
2725,Hardness: 221.8444933 < 300; Conductivity: 563.7199667 < 800; Trihalomethanes: 51.55946462 < 80; Turbidity: 4.602026775 < 5,2020-Oct,Recyclable
3918,Hardness: 231.6553012 < 300; Conductivity: 392.9939245 < 800; Turbidity: 3.467287437 < 5,2020-Oct,Recyclable
9769,ph: 5.69571475 < 6.5; Hardness: 184.2161812 < 300; Conductivity: 502.7544583 < 800; Trihalomethanes: 68.50529721 < 80; Turbidity: 3.027112175 < 5,2020-Oct,Recyclable
380,Hardness: 223.603058 < 300; Conductivity: 386.6228625 < 800; Trihalomethanes: 67.9161827 < 80; Turbidity: 4.564188355 < 5,2020-Oct,Recyclable
7852,ph: 5.211855054 < 6.5; Hardness: 170.6060209 < 300; Chloramines: 3.994875041 < 4; Conductivity: 346.66524 < 800; Turbidity: 3.948845529 < 5,2020-Oct,Recyclable
7605,Hardness: 205.3583454 < 300; Conductivity: 318.4554836 < 800; Turbidity: 2.506724041 < 5,2020-Oct,Recyclable
9880,Hardness: 209.0241644 < 300; Conductivity: 355.7604683 < 800; Trihalomethanes: 71.37843409 < 80; Turbidity: 3.726885693 < 5,2020-Oct,Recyclable
1503,ph: 5.609025354 < 6.5; Hardness: 271.6308238 < 300; Conductivity: 443.8725583 < 800; Trihalomethanes: 72.82739237 < 80; Turbidity: 3.354890148 < 5,2020-Nov,Recyclable
1191,ph: 6.300001767 < 6.5; Hardness: 172.3502811 < 300; Conductivity: 485.6724565 < 800; Trihalomethanes: 64.80854586 < 80; Turbidity: 3.709437181 < 5,2020-Nov,Recyclable
7430,ph: 6.190875097 < 6.5; Hardness: 166.9661005 < 300; Conductivity: 353.2213472 < 800; Trihalomethanes: 67.12173843 < 80; Turbidity: 2.731280005 < 5,2020-Nov,Recyclable
1532,ph: 6.028101118 < 6.5; Hardness: 262.8084777 < 300; Conductivity: 514.5456721 < 800; Trihalomethanes: 76.52907701 < 80; Turbidity: 4.080786271 < 5,2020-Nov,Recyclable
4060,ph: 5.062850144 < 6.5; Hardness: 227.3820071 < 300; Conductivity: 489.0753373 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 4.285411204 < 5,2020-Nov,Recyclable
802,Hardness: 228.1718587 < 300; Sulfate: 246.9426113 < 250; Conductivity: 369.9031987 < 800; Turbidity: 4.688271256 < 5,2020-Nov,Recyclable
6296,Hardness: 192.8773803 < 300; Conductivity: 299.5372337 < 800; Trihalomethanes: 46.04467358 < 80; Turbidity: 4.158483316 < 5,2020-Nov,Recyclable
7609,Hardness: 225.8838482 < 300; Conductivity: 392.4188757 < 800; Trihalomethanes: 50.19279485 < 80; Turbidity: 4.537461633 < 5,2020-Nov,Recyclable
693,Hardness: 213.9513281 < 300; Conductivity: 338.2142583 < 800; Trihalomethanes: 58.58745936 < 80; Turbidity: 4.163325537 < 5,2020-Nov,Recyclable
1139,ph: 6.284385791 < 6.5; Hardness: 222.6887949 < 300; Conductivity: 517.1505478 < 800; Trihalomethanes: 55.38433284 < 80,2020-Nov,Recyclable
9923,Hardness: 219.7738583 < 300; Conductivity: 351.1601438 < 800; Turbidity: 2.924289933 < 5,2020-Nov,Recyclable
2713,Hardness: 199.7768139 < 300; Conductivity: 397.5364707 < 800; Trihalomethanes: 51.53496489 < 80; Turbidity: 3.815227609 < 5,2020-Nov,Recyclable
4180,ph: 5.285216557 < 6.5; Hardness: 162.0596437 < 300; Conductivity: 338.0575067 < 800; Trihalomethanes: 65.73282475 < 80; Turbidity: 3.305707184 < 5,2020-Nov,Recyclable
5316,Hardness: 181.2460398 < 300; Conductivity: 437.5911599 < 800; Trihalomethanes: 68.93029246 < 80; Turbidity: 3.643804476 < 5,2020-Nov,Recyclable
3715,ph: 6.08892632 < 6.5; Hardness: 192.6611053 < 300; Conductivity: 343.7508791 < 800; Trihalomethanes: 52.67750202 < 80; Turbidity: 3.05437345 < 5,2020-Nov,Recyclable
8740,ph: 4.472723995 < 6.5; Hardness: 166.5484537 < 300; Conductivity: 351.9641102 < 800; Trihalomethanes: 68.41222841 < 80; Turbidity: 4.791820374 < 5,2020-Nov,Recyclable
2395,Hardness: 155.5699415 < 300; Conductivity: 380.3234402 < 800; Trihalomethanes: 35.05703049 < 80; Turbidity: 4.181254134 < 5,2020-Nov,Recyclable
3373,ph: 5.364099646 < 6.5; Hardness: 279.8073294 < 300; Sulfate: 180.459668 < 250; Conductivity: 392.4457631 < 800; Trihalomethanes: 54.97305997 < 80; Turbidity: 4.399786468 < 5,2020-Nov,Recyclable
7308,Hardness: 164.2716891 < 300; Conductivity: 345.2871944 < 800; Trihalomethanes: 62.0084467 < 80; Turbidity: 4.126536748 < 5,2020-Nov,Recyclable
3892,Hardness: 151.3691922 < 300; Chloramines: 3.540406898 < 4; Sulfate: 247.7300696 < 250; Conductivity: 468.4469261 < 800; Turbidity: 3.483032029 < 5,2020-Nov,Recyclable
1485,ph: 6.198650336 < 6.5; Hardness: 246.4769625 < 300; Conductivity: 527.0007956 < 800; Trihalomethanes: 62.12546898 < 80; Turbidity: 3.574172022 < 5,2020-Nov,Recyclable
8982,Hardness: 166.825089 < 300; Conductivity: 369.8169237 < 800; Trihalomethanes: 68.2572002 < 80; Turbidity: 3.020091653 < 5,2020-Nov,Recyclable
